TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,RiskLabel
116.29,400.00,Stockholm,Toronto,Loan,HKD,False
100.83,359.00,London,Stockholm,Credit,BRL,False
244.43,218.00,Moscow,Mumbai,Exchange,TRY,False
618.60,534.00,Dubai,Rome,Loan,BRL,False
14.26,398.00,Dublin,Helsinki,Payment,SEK,False
272.78,223.00,Moscow,Sydney,Loan,CAD,False
828.98,899.00,Cape Town,Cape Town,Deposit,BRL,False
516.80,954.00,Paris,Rio de Janeiro,Invoice,NOK,False
142.77,169.00,Dublin,Paris,Refund,USD,False
292.76,276.00,Rio de Janeiro,Cape Town,Deposit,NZD,False
271.60,451.00,Seoul,Amsterdam,Transfer,CAD,False
301.72,371.00,Dubai,Rio de Janeiro,Donation,MXN,False
690.13,696.00,Helsinki,Mumbai,Refund,KRW,True
212.61,234.00,Berlin,New York,Transfer,CAD,False
66.17,812.00,Rio de Janeiro,Berlin,Loan,ZAR,True
676.20,545.00,Helsinki,Seoul,Withdrawal,SEK,False
75.36,795.00,Mexico City,Helsinki,Subscription,NOK,False
2377.67,486.00,Stockholm,London,Purchase,AUD,True
761.67,547.00,Amsterdam,London,Fee,JPY,False
467.80,752.00,Tokyo,Mexico City,Exchange,CAD,False
241.24,727.00,Sydney,Mumbai,Loan,EUR,True
328.45,260.00,Athens,Helsinki,Payment,CHF,False
801.83,885.00,Sydney,London,Donation,CHF,False
94.96,314.00,Tokyo,Helsinki,Transfer,NZD,False
130.10,737.00,Mumbai,Dubai,Exchange,JPY,False
289.39,430.00,Toronto,Helsinki,Fee,NZD,False
1082.32,755.00,Mexico City,Dubai,Withdrawal,AUD,False
810.80,823.00,Mumbai,Dublin,Withdrawal,SEK,False
378.24,584.00,Paris,Rome,Debit,RUB,False
622.84,110.00,New York,Berlin,Transfer,KRW,True
299.34,757.00,Mexico City,Toronto,Refund,NOK,False
73.65,288.00,Mexico City,Rome,Donation,CAD,False
607.67,663.00,New York,Rio de Janeiro,Debit,ZAR,False
273.32,113.00,Seoul,Tokyo,Purchase,SEK,True
180.25,438.00,London,Toronto,Deposit,EUR,False
766.89,608.00,Stockholm,Rome,Withdrawal,BRL,False
83.02,465.00,Mumbai,Sydney,Refund,GBP,False
495.05,372.00,Paris,Tokyo,Purchase,NZD,True
1144.05,815.00,Berlin,Dubai,Purchase,SGD,True
772.67,979.00,Mumbai,Athens,Withdrawal,AUD,False
147.76,529.00,Amsterdam,Berlin,Fee,AUD,False
1411.84,895.00,Tokyo,Rio de Janeiro,Fee,TRY,False
426.23,399.00,New York,Mumbai,Withdrawal,EUR,False
216.03,165.00,Athens,Rio de Janeiro,Deposit,JPY,False
786.42,974.00,Tokyo,Dublin,Invoice,JPY,False
153.18,277.00,New York,London,Exchange,ZAR,False
1029.60,892.00,Amsterdam,Paris,Fee,JPY,False
932.96,912.00,Seoul,Berlin,Purchase,NOK,False
81.76,348.00,Rome,London,Subscription,JPY,False
937.22,985.00,Athens,Rome,Transfer,SEK,False
801.97,990.00,Cape Town,Dubai,Loan,ZAR,False
147.58,323.00,Helsinki,Cape Town,Deposit,ZAR,False
374.11,826.00,Rome,Rio de Janeiro,Loan,TRY,False
677.61,749.00,Moscow,Berlin,Invoice,GBP,True
2428.29,531.00,Tokyo,Stockholm,Subscription,CHF,True
127.38,554.00,Rome,Athens,Purchase,KRW,True
359.40,499.00,Paris,New York,Subscription,USD,False
362.00,803.00,Athens,Toronto,Deposit,CNY,False
808.37,585.00,Dublin,Seoul,Exchange,CHF,False
1103.30,743.00,Berlin,Athens,Deposit,RUB,False
690.35,563.00,Dubai,Seoul,Deposit,EUR,False
126.56,216.00,Dubai,Mumbai,Credit,SEK,False
71.57,473.00,London,Sydney,Subscription,JPY,False
213.78,421.00,Rio de Janeiro,Dublin,Donation,CHF,False
771.10,732.00,Stockholm,Helsinki,Credit,AUD,False
143.12,105.00,Dubai,Helsinki,Deposit,BRL,False
347.47,557.00,London,London,Reimbursement,AUD,False
23.33,179.00,Toronto,Amsterdam,Deposit,MXN,False
4446.44,796.00,Toronto,London,Donation,EUR,True
104.63,420.00,Stockholm,Berlin,Invoice,EUR,False
1515.69,230.00,Stockholm,New York,Purchase,AUD,True
980.99,741.00,Seoul,Helsinki,Fee,CNY,False
1266.36,928.00,Mumbai,Berlin,Invoice,SEK,False
85.72,404.00,Mumbai,Moscow,Purchase,RUB,True
378.67,282.00,Rome,London,Donation,SEK,False
219.62,149.00,Moscow,Tokyo,Transfer,SEK,False
250.21,625.00,Dubai,Mumbai,Deposit,HKD,True
163.40,656.00,London,New York,Donation,TRY,False
1770.94,259.00,Dublin,Helsinki,Subscription,TRY,True
400.75,547.00,Seoul,New York,Donation,MXN,False
1066.54,927.00,Toronto,Moscow,Credit,NOK,False
1036.22,821.00,Mumbai,Seoul,Credit,USD,False
16.19,212.00,Stockholm,Amsterdam,Payment,CHF,False
317.69,564.00,Mexico City,Moscow,Loan,JPY,False
240.30,172.00,Stockholm,Mexico City,Deposit,ZAR,False
89.56,164.00,Seoul,Dubai,Withdrawal,AUD,False
203.38,237.00,Tokyo,Moscow,Debit,ZAR,False
106.10,498.00,Helsinki,Berlin,Subscription,CHF,False
161.08,842.00,Cape Town,Seoul,Purchase,JPY,False
116.38,435.00,Toronto,Mexico City,Credit,SEK,True
512.56,807.00,Rio de Janeiro,New York,Reimbursement,NZD,False
102.02,804.00,Dublin,Rome,Debit,CAD,False
3311.34,948.00,Sydney,Rome,Credit,INR,True
92.04,328.00,Sydney,Toronto,Purchase,CAD,True
1434.46,228.00,Cape Town,Seoul,Subscription,RUB,True
149.54,382.00,Moscow,Paris,Payment,RUB,False
318.43,380.00,Rome,Rio de Janeiro,Payment,INR,False
181.70,171.00,Mexico City,Mexico City,Withdrawal,AUD,False
302.04,921.00,Mexico City,London,Donation,AUD,False
549.92,683.00,Mumbai,Tokyo,Transfer,SEK,False
790.07,901.00,Moscow,Berlin,Deposit,KRW,False
163.50,180.00,Stockholm,Berlin,Transfer,SGD,False
79.09,564.00,Amsterdam,Paris,Debit,EUR,False
657.40,807.00,Stockholm,Moscow,Purchase,TRY,True
57.63,476.00,Stockholm,Tokyo,Withdrawal,BRL,False
170.33,216.00,Seoul,Sydney,Loan,ZAR,True
142.26,119.00,New York,Stockholm,Refund,ZAR,False
522.58,638.00,Amsterdam,Berlin,Fee,BRL,False
1428.93,965.00,Moscow,Amsterdam,Loan,HKD,False
506.58,473.00,New York,Helsinki,Credit,ZAR,False
124.42,112.00,Dublin,Cape Town,Invoice,NOK,False
551.82,993.00,Helsinki,Athens,Refund,CHF,True
614.70,702.00,Amsterdam,Mexico City,Refund,ZAR,True
306.55,426.00,Tokyo,Dublin,Credit,NOK,False
126.90,730.00,Sydney,Athens,Loan,USD,True
454.97,782.00,Amsterdam,Mexico City,Fee,GBP,False
552.09,460.00,Dubai,New York,Fee,RUB,False
1441.08,998.00,Rio de Janeiro,Rio de Janeiro,Credit,SGD,False
911.42,618.00,Rio de Janeiro,Mumbai,Transfer,INR,False
273.44,201.00,Rio de Janeiro,Cape Town,Fee,HKD,False
467.02,727.00,Stockholm,Toronto,Payment,RUB,False
267.02,182.00,Cape Town,Seoul,Donation,KRW,False
324.42,620.00,Berlin,Dubai,Donation,SEK,False
241.93,839.00,Rio de Janeiro,Stockholm,Transfer,AUD,False
3089.12,560.00,Rio de Janeiro,New York,Transfer,KRW,True
18.47,532.00,Mexico City,Helsinki,Reimbursement,CNY,False
107.43,182.00,Rome,Dubai,Debit,BRL,False
452.55,304.00,Athens,Seoul,Transfer,MXN,False
537.95,995.00,Cape Town,New York,Subscription,NZD,False
1082.75,206.00,Paris,Tokyo,Withdrawal,CNY,True
633.96,729.00,Athens,Cape Town,Debit,SEK,False
576.53,695.00,Amsterdam,Rome,Withdrawal,USD,False
40.52,162.00,Athens,Stockholm,Fee,SEK,False
863.67,594.00,Seoul,Sydney,Refund,GBP,True
127.41,849.00,Rio de Janeiro,Dublin,Withdrawal,GBP,False
1015.31,916.00,Stockholm,Toronto,Donation,INR,False
784.67,654.00,London,Toronto,Debit,CAD,False
323.95,261.00,Helsinki,Sydney,Withdrawal,CHF,False
200.20,329.00,Dublin,Sydney,Donation,TRY,False
163.53,719.00,Dublin,London,Reimbursement,SGD,False
649.53,580.00,Mumbai,Mexico City,Transfer,TRY,False
118.71,728.00,Dubai,Athens,Subscription,NOK,False
2615.39,614.00,Seoul,Toronto,Donation,RUB,True
239.68,188.00,Toronto,London,Deposit,ZAR,False
1530.83,822.00,Moscow,Mumbai,Debit,JPY,True
56.62,314.00,Stockholm,Sydney,Exchange,NOK,False
56.54,110.00,Dubai,Paris,Invoice,KRW,False
252.10,518.00,Athens,Toronto,Loan,CAD,False
1231.89,886.00,Toronto,Moscow,Exchange,SGD,False
882.50,833.00,Sydney,Paris,Credit,ZAR,False
168.75,561.00,Tokyo,Mexico City,Exchange,INR,False
4231.92,661.00,Paris,Mexico City,Deposit,ZAR,True
90.22,989.00,Seoul,Seoul,Exchange,ZAR,False
46.88,133.00,Mexico City,New York,Deposit,EUR,False
356.83,663.00,Tokyo,Tokyo,Withdrawal,KRW,True
496.76,380.00,Dublin,Mexico City,Purchase,NZD,False
520.22,768.00,Tokyo,London,Invoice,BRL,False
295.85,507.00,Amsterdam,Berlin,Invoice,NZD,False
698.72,740.00,Seoul,Rome,Fee,AUD,False
30.71,394.00,Dubai,Berlin,Credit,NOK,False
258.52,210.00,Amsterdam,Rio de Janeiro,Loan,TRY,False
173.07,371.00,New York,Athens,Exchange,RUB,False
699.82,317.00,Toronto,Sydney,Purchase,AUD,False
238.17,207.00,Rio de Janeiro,Tokyo,Refund,EUR,True
4974.70,744.00,Berlin,Dublin,Debit,CAD,True
81.00,669.00,Sydney,Rome,Invoice,RUB,False
599.83,483.00,Cape Town,Amsterdam,Exchange,SEK,False
219.83,864.00,Mumbai,Toronto,Exchange,INR,False
1957.50,568.00,Toronto,Mumbai,Subscription,KRW,True
298.53,307.00,Mexico City,Amsterdam,Deposit,NZD,False
334.80,661.00,Rome,Paris,Loan,INR,False
521.74,566.00,Athens,Mexico City,Donation,BRL,False
23.28,296.00,Toronto,Tokyo,Payment,HKD,False
479.36,357.00,Mumbai,Berlin,Transfer,NZD,False
277.69,499.00,Amsterdam,Rio de Janeiro,Transfer,SGD,False
796.04,749.00,London,Cape Town,Deposit,NOK,False
123.21,759.00,Berlin,Seoul,Exchange,USD,False
478.05,781.00,Paris,Berlin,Debit,ZAR,False
9.34,793.00,Mexico City,London,Invoice,NZD,False
29.23,202.00,Rome,Paris,Fee,INR,False
560.26,958.00,Helsinki,Sydney,Invoice,AUD,False
104.39,288.00,Rome,Sydney,Loan,HKD,True
709.11,604.00,Rio de Janeiro,Seoul,Subscription,KRW,False
778.91,852.00,Dubai,Moscow,Refund,SGD,True
737.35,690.00,Mumbai,Stockholm,Debit,EUR,False
859.43,849.00,Amsterdam,Seoul,Refund,ZAR,True
461.80,758.00,Dublin,Moscow,Fee,RUB,False
606.48,789.00,Mumbai,Helsinki,Reimbursement,NZD,False
164.45,482.00,Mumbai,New York,Refund,INR,False
1034.02,744.00,Paris,Toronto,Invoice,JPY,False
74.59,142.00,Cape Town,Mumbai,Transfer,CAD,False
407.80,678.00,Helsinki,Mumbai,Credit,SGD,False
653.15,863.00,Berlin,Mexico City,Transfer,INR,False
389.12,309.00,Sydney,London,Withdrawal,USD,False
95.58,849.00,Moscow,Athens,Payment,CNY,False
904.31,733.00,Amsterdam,Paris,Loan,EUR,True
181.72,591.00,Tokyo,London,Invoice,RUB,False
290.03,365.00,Mexico City,Tokyo,Reimbursement,JPY,False
135.83,102.00,Athens,London,Fee,INR,False
118.99,750.00,Athens,Toronto,Loan,AUD,True
559.07,497.00,London,Cape Town,Reimbursement,SEK,False
325.89,416.00,Stockholm,Tokyo,Debit,NZD,False
162.16,178.00,Seoul,Paris,Debit,SGD,False
459.91,373.00,Tokyo,Mumbai,Debit,INR,False
428.58,735.00,Rio de Janeiro,Tokyo,Fee,SEK,True
194.53,645.00,Mumbai,Amsterdam,Reimbursement,NOK,False
480.54,557.00,Berlin,Cape Town,Purchase,KRW,True
5.97,511.00,Seoul,Amsterdam,Transfer,HKD,False
341.49,326.00,London,Rio de Janeiro,Subscription,CNY,False
396.41,541.00,Sydney,New York,Reimbursement,KRW,False
55.28,648.00,Athens,Seoul,Credit,NZD,False
58.23,179.00,Dubai,Athens,Loan,NOK,True
1156.49,825.00,Dubai,Mumbai,Subscription,SGD,False
736.80,647.00,Berlin,Toronto,Payment,NZD,False
456.53,563.00,Moscow,New York,Deposit,AUD,False
1019.30,853.00,Tokyo,New York,Debit,ZAR,False
302.88,525.00,London,Paris,Reimbursement,SEK,False
78.82,244.00,Cape Town,Dubai,Reimbursement,MXN,False
286.32,965.00,Dublin,Toronto,Debit,TRY,False
463.01,432.00,Helsinki,New York,Invoice,GBP,False
60.11,896.00,Rome,Helsinki,Reimbursement,BRL,False
351.61,791.00,Berlin,Paris,Credit,JPY,False
78.14,104.00,Dubai,Stockholm,Reimbursement,RUB,False
758.04,597.00,Moscow,Mumbai,Debit,CNY,False
99.63,606.00,New York,Stockholm,Purchase,CAD,True
11.42,104.00,Rio de Janeiro,Helsinki,Invoice,TRY,False
483.87,841.00,Rome,Athens,Exchange,CHF,False
553.32,400.00,London,Rio de Janeiro,Purchase,SEK,True
272.53,642.00,Sydney,Amsterdam,Deposit,SEK,True
423.99,373.00,Rio de Janeiro,Moscow,Refund,ZAR,False
344.35,974.00,New York,New York,Donation,MXN,False
550.03,891.00,New York,Moscow,Credit,INR,False
14.39,288.00,London,Amsterdam,Loan,USD,True
502.42,560.00,New York,Dublin,Payment,CNY,True
14.47,812.00,Amsterdam,Dublin,Payment,CAD,False
405.49,789.00,Amsterdam,Athens,Refund,RUB,False
528.97,445.00,New York,Cape Town,Credit,TRY,False
525.87,635.00,Cape Town,London,Purchase,ZAR,False
6.82,477.00,Dublin,Seoul,Subscription,MXN,False
188.91,224.00,Dublin,Sydney,Withdrawal,JPY,False
250.16,525.00,London,Toronto,Withdrawal,KRW,False
1253.38,919.00,Dublin,Rome,Reimbursement,JPY,False
231.15,666.00,Mumbai,New York,Payment,AUD,False
514.95,396.00,New York,Mumbai,Fee,TRY,True
10.12,166.00,Sydney,Rio de Janeiro,Invoice,CAD,False
637.91,794.00,Sydney,Mexico City,Refund,AUD,True
920.98,699.00,Rio de Janeiro,Mumbai,Exchange,ZAR,False
49.92,767.00,Seoul,Amsterdam,Transfer,JPY,False
70.38,112.00,London,Seoul,Credit,SEK,False
56.78,624.00,Rio de Janeiro,Helsinki,Withdrawal,ZAR,False
116.48,373.00,New York,Dubai,Reimbursement,INR,False
413.23,335.00,Cape Town,Rio de Janeiro,Payment,CHF,False
472.29,343.00,Cape Town,Sydney,Payment,MXN,False
16.33,109.00,Mumbai,Tokyo,Deposit,AUD,True
243.75,497.00,Amsterdam,Berlin,Credit,BRL,False
587.49,649.00,Rio de Janeiro,Paris,Fee,EUR,False
831.66,756.00,Dublin,Berlin,Invoice,USD,False
413.78,370.00,Dublin,Stockholm,Withdrawal,NOK,False
679.08,809.00,Sydney,Dublin,Withdrawal,INR,False
93.95,504.00,Mumbai,Helsinki,Payment,TRY,False
557.92,425.00,Cape Town,Mumbai,Purchase,CNY,True
560.78,432.00,Mexico City,Rio de Janeiro,Credit,GBP,False
62.35,244.00,Dublin,Rome,Credit,RUB,False
110.71,420.00,Moscow,Amsterdam,Reimbursement,INR,False
1029.06,751.00,Toronto,Berlin,Reimbursement,MXN,False
797.34,729.00,Dubai,Berlin,Transfer,ZAR,False
1234.35,246.00,Moscow,Helsinki,Fee,AUD,True
130.28,196.00,Dubai,Cape Town,Credit,NZD,False
392.43,701.00,Seoul,Helsinki,Debit,TRY,False
75.90,782.00,Cape Town,Helsinki,Withdrawal,NZD,False
6.70,963.00,Seoul,Amsterdam,Fee,CAD,False
216.93,333.00,Stockholm,Stockholm,Purchase,CNY,False
793.67,740.00,Helsinki,Dubai,Withdrawal,ZAR,False
1154.76,799.00,Rome,Paris,Debit,TRY,False
242.79,232.00,Dublin,Rome,Refund,TRY,False
72.35,105.00,Athens,Cape Town,Invoice,MXN,False
61.51,362.00,Rome,Dubai,Fee,TRY,False
358.42,279.00,Helsinki,Berlin,Exchange,SEK,False
643.29,467.00,Amsterdam,London,Exchange,ZAR,True
98.09,113.00,Rome,Tokyo,Debit,JPY,False
550.01,876.00,Athens,Rio de Janeiro,Fee,MXN,False
725.06,998.00,Rio de Janeiro,Tokyo,Credit,BRL,False
275.21,297.00,Rio de Janeiro,Amsterdam,Payment,CNY,False
27.97,419.00,Helsinki,Athens,Fee,EUR,False
926.96,880.00,Seoul,Dublin,Payment,INR,False
90.37,120.00,Cape Town,Paris,Invoice,SGD,False
1341.14,977.00,Paris,Helsinki,Withdrawal,INR,False
11.35,171.00,Amsterdam,Paris,Payment,INR,False
606.61,542.00,Helsinki,Seoul,Invoice,USD,False
441.05,517.00,Dubai,Dubai,Invoice,CNY,False
367.21,493.00,London,New York,Reimbursement,GBP,False
170.69,211.00,Mumbai,Toronto,Credit,RUB,False
663.11,649.00,Amsterdam,Toronto,Reimbursement,SGD,False
192.81,194.00,Rio de Janeiro,Mexico City,Transfer,BRL,False
10.98,533.00,Dubai,New York,Deposit,USD,False
2390.15,705.00,Mexico City,Rome,Exchange,INR,True
283.33,487.00,Moscow,Paris,Loan,AUD,False
123.26,360.00,Amsterdam,Amsterdam,Loan,NOK,False
631.61,698.00,Stockholm,Berlin,Withdrawal,BRL,False
229.58,466.00,Toronto,Paris,Subscription,NZD,False
200.13,468.00,Rome,Seoul,Subscription,INR,False
520.57,449.00,Sydney,London,Purchase,CAD,True
202.19,338.00,Stockholm,Seoul,Purchase,NZD,True
410.74,285.00,Athens,Berlin,Invoice,NOK,False
155.35,273.00,Tokyo,Mumbai,Refund,USD,False
81.41,342.00,Cape Town,Rome,Deposit,KRW,False
363.78,721.00,Cape Town,Berlin,Deposit,INR,False
551.20,806.00,London,Toronto,Fee,MXN,False
71.07,207.00,Mumbai,London,Invoice,NZD,False
107.89,254.00,Sydney,Tokyo,Refund,ZAR,True
1082.75,952.00,Tokyo,Moscow,Debit,ZAR,False
131.18,642.00,Sydney,Toronto,Purchase,JPY,True
1083.34,313.00,London,Tokyo,Fee,SGD,True
179.00,235.00,Paris,Cape Town,Fee,BRL,False
796.29,646.00,Toronto,Mexico City,Exchange,CNY,False
99.72,451.00,Helsinki,Tokyo,Invoice,USD,True
137.29,141.00,Cape Town,Mexico City,Payment,GBP,False
632.24,563.00,Seoul,Mumbai,Refund,TRY,True
201.09,576.00,Rio de Janeiro,Amsterdam,Fee,NOK,False
3.04,552.00,Rio de Janeiro,Helsinki,Deposit,CAD,False
550.87,664.00,Rio de Janeiro,Helsinki,Invoice,EUR,False
934.82,864.00,Dublin,Paris,Debit,SEK,False
101.09,194.00,Moscow,Seoul,Invoice,GBP,False
387.56,883.00,Mumbai,Mumbai,Subscription,CNY,True
428.66,639.00,New York,Sydney,Invoice,NOK,False
74.02,529.00,Tokyo,Helsinki,Transfer,GBP,False
598.07,657.00,Paris,Amsterdam,Deposit,USD,False
1001.42,736.00,Helsinki,Mumbai,Transfer,BRL,True
62.93,161.00,Berlin,Mexico City,Fee,BRL,False
201.28,168.00,Mumbai,Paris,Purchase,AUD,True
1191.72,800.00,London,Cape Town,Purchase,KRW,False
719.85,869.00,Dublin,Helsinki,Purchase,MXN,False
1086.43,916.00,Tokyo,Toronto,Withdrawal,NZD,False
22.97,116.00,New York,New York,Payment,JPY,False
62.68,216.00,Cape Town,New York,Deposit,INR,False
13.77,497.00,Moscow,Tokyo,Credit,NOK,True
99.49,815.00,Mumbai,Mexico City,Donation,TRY,False
688.42,690.00,Helsinki,Rome,Fee,TRY,False
553.29,661.00,Moscow,London,Deposit,USD,False
474.46,473.00,Seoul,Mumbai,Credit,GBP,False
405.19,623.00,Dubai,Mumbai,Donation,USD,False
899.41,810.00,Paris,Berlin,Reimbursement,SEK,False
102.86,289.00,Mumbai,Seoul,Payment,NOK,False
205.09,262.00,London,Cape Town,Withdrawal,INR,False
3569.23,793.00,London,Sydney,Subscription,JPY,True
160.64,210.00,London,Amsterdam,Exchange,NZD,False
416.92,342.00,Tokyo,Athens,Payment,ZAR,False
217.75,770.00,London,Stockholm,Deposit,HKD,False
121.43,320.00,Stockholm,Tokyo,Credit,RUB,True
74.57,100.00,Sydney,Rome,Exchange,CHF,False
687.06,713.00,Stockholm,Sydney,Donation,MXN,False
218.84,201.00,Dubai,Tokyo,Debit,KRW,True
8.10,324.00,Berlin,Dubai,Subscription,CNY,False
522.58,866.00,Rome,Cape Town,Fee,TRY,False
267.96,258.00,Paris,Dubai,Purchase,TRY,False
173.59,421.00,Dublin,Seoul,Invoice,HKD,False
468.83,971.00,London,Toronto,Refund,GBP,False
227.35,357.00,Rome,Athens,Payment,CHF,False
780.36,626.00,Rio de Janeiro,Cape Town,Donation,CHF,False
192.38,279.00,Amsterdam,New York,Subscription,SEK,False
321.09,244.00,Stockholm,Rome,Refund,CAD,False
3441.37,621.00,Moscow,Dubai,Fee,AUD,True
1045.03,870.00,Tokyo,Sydney,Exchange,SEK,False
2757.97,581.00,Dubai,London,Refund,CHF,True
836.52,811.00,Rio de Janeiro,Sydney,Exchange,ZAR,False
345.13,407.00,Mumbai,Helsinki,Reimbursement,INR,False
473.18,751.00,London,Toronto,Loan,JPY,False
1164.70,969.00,Mumbai,Amsterdam,Invoice,SEK,False
298.10,394.00,Mumbai,Paris,Debit,RUB,False
1236.19,862.00,Mumbai,Tokyo,Subscription,NOK,True
638.42,671.00,Mumbai,Paris,Refund,RUB,True
1283.78,924.00,Mumbai,Tokyo,Reimbursement,INR,False
202.03,613.00,Dublin,Dubai,Reimbursement,NZD,False
11.61,806.00,Seoul,Sydney,Exchange,BRL,False
329.98,253.00,Tokyo,Paris,Deposit,KRW,False
632.46,992.00,Cape Town,Athens,Withdrawal,AUD,False
295.80,250.00,Amsterdam,Dubai,Debit,KRW,False
215.79,464.00,Berlin,Mexico City,Transfer,GBP,False
310.82,307.00,Tokyo,Sydney,Debit,CHF,False
1075.95,971.00,Cape Town,Athens,Payment,AUD,False
139.41,999.00,Mexico City,Toronto,Debit,KRW,False
770.67,558.00,Dublin,Athens,Payment,JPY,False
321.48,251.00,Dubai,Dublin,Subscription,JPY,False
610.46,440.00,Mexico City,Stockholm,Withdrawal,SGD,False
352.45,373.00,Toronto,New York,Payment,NZD,False
1346.17,918.00,Dublin,Sydney,Exchange,ZAR,False
904.87,819.00,Paris,Sydney,Reimbursement,SGD,False
82.94,443.00,Stockholm,Dubai,Fee,AUD,False
354.02,787.00,Sydney,Tokyo,Reimbursement,HKD,True
855.42,762.00,Paris,Toronto,Donation,NOK,False
967.56,805.00,Sydney,Mexico City,Reimbursement,JPY,False
1145.38,872.00,London,Tokyo,Purchase,NZD,True
420.15,530.00,Stockholm,Seoul,Withdrawal,RUB,False
28.02,216.00,Rio de Janeiro,Dublin,Donation,MXN,False
368.92,530.00,Dublin,Stockholm,Payment,MXN,False
197.44,153.00,Paris,Cape Town,Refund,RUB,False
662.17,675.00,London,Sydney,Donation,MXN,False
106.41,239.00,Amsterdam,Mexico City,Withdrawal,CAD,False
283.04,362.00,Paris,Dubai,Fee,BRL,True
250.12,356.00,Dublin,London,Purchase,NZD,False
286.99,954.00,Athens,Rio de Janeiro,Invoice,INR,False
569.13,746.00,Sydney,Amsterdam,Debit,RUB,False
329.21,538.00,Helsinki,Paris,Payment,BRL,False
72.94,330.00,Sydney,Mexico City,Donation,BRL,False
170.87,463.00,New York,Sydney,Deposit,USD,False
204.96,615.00,Dublin,Stockholm,Purchase,CNY,True
422.70,531.00,Rio de Janeiro,Rio de Janeiro,Credit,NOK,False
468.38,566.00,Mumbai,Tokyo,Exchange,CAD,True
162.34,449.00,Rio de Janeiro,Paris,Deposit,SEK,False
46.32,901.00,Mexico City,Seoul,Invoice,KRW,False
313.99,350.00,New York,Mexico City,Purchase,GBP,True
248.25,539.00,Mexico City,Rome,Exchange,CHF,False
461.18,430.00,Stockholm,Toronto,Subscription,HKD,False
774.25,565.00,Athens,Dublin,Fee,HKD,False
356.97,266.00,Helsinki,Cape Town,Reimbursement,CNY,False
528.38,514.00,Stockholm,Sydney,Donation,CNY,False
115.87,428.00,Berlin,Paris,Purchase,JPY,True
801.96,846.00,Mumbai,Mexico City,Loan,NOK,False
69.13,158.00,Toronto,Dubai,Debit,CHF,False
586.21,392.00,Mexico City,Tokyo,Payment,TRY,False
3.74,617.00,Rome,Mexico City,Refund,RUB,False
544.11,560.00,Cape Town,Toronto,Withdrawal,CNY,False
30.92,454.00,Toronto,Dubai,Subscription,MXN,False
254.65,240.00,Stockholm,Rio de Janeiro,Purchase,SGD,True
158.18,186.00,Paris,Dublin,Reimbursement,NOK,False
4719.12,659.00,Stockholm,Rome,Subscription,HKD,True
1106.07,761.00,Toronto,Mexico City,Exchange,JPY,False
396.12,920.00,Berlin,Mexico City,Exchange,CHF,False
754.72,625.00,Amsterdam,Sydney,Payment,AUD,False
107.97,117.00,Moscow,Athens,Purchase,JPY,True
96.41,409.00,Berlin,Moscow,Subscription,AUD,False
91.11,143.00,Helsinki,Mexico City,Reimbursement,NOK,True
113.97,123.00,Mumbai,Berlin,Credit,KRW,False
963.76,946.00,Rio de Janeiro,Rome,Transfer,AUD,False
675.88,792.00,London,Helsinki,Withdrawal,INR,False
291.73,233.00,Rome,Paris,Invoice,SGD,False
197.59,636.00,Paris,Tokyo,Transfer,GBP,True
158.41,286.00,Amsterdam,Moscow,Withdrawal,INR,False
155.05,226.00,Amsterdam,Moscow,Purchase,KRW,True
369.45,932.00,Dubai,Tokyo,Invoice,EUR,False
240.87,590.00,Paris,Dublin,Donation,CAD,False
560.69,425.00,Cape Town,Paris,Transfer,AUD,False
735.38,724.00,Moscow,Mumbai,Deposit,KRW,True
724.63,910.00,Dubai,Tokyo,Invoice,EUR,True
194.22,842.00,Moscow,Stockholm,Donation,BRL,False
136.55,186.00,Rome,Toronto,Exchange,KRW,False
611.60,470.00,Stockholm,Berlin,Transfer,INR,False
349.44,898.00,Toronto,Athens,Debit,HKD,False
82.05,471.00,Athens,London,Credit,CHF,False
56.12,184.00,Amsterdam,Mumbai,Withdrawal,CAD,True
289.25,208.00,Mexico City,Rome,Exchange,MXN,True
731.36,528.00,Mexico City,Paris,Purchase,BRL,True
67.28,152.00,Rome,Moscow,Refund,CHF,False
4918.78,959.00,Mexico City,Sydney,Deposit,EUR,True
4215.87,689.00,Stockholm,Mumbai,Refund,GBP,True
1112.06,877.00,Moscow,Mexico City,Subscription,MXN,False
597.02,512.00,Tokyo,Mumbai,Payment,NOK,True
7.04,678.00,Sydney,Mexico City,Loan,CHF,True
316.33,868.00,Tokyo,Sydney,Payment,TRY,False
