TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,Timestamp,RiskLabel
4589,363,Australia,Germany,transfer,CAD,2026-01-07 09:55:31,1
4790,1319,Australia,Australia,purchase,USD,2026-01-23 08:33:36,0
3455,4069,Sydney,Australia,transfer,INR,2025-08-13 09:36:53,1
3351,1467,Rio de Janeiro,Australia,refund,CNY,2025-09-24 21:12:59,0
2456,1908,Paris,UK,refund,CHF,2025-09-25 17:31:59,0
19,3285,UAE,Canada,refund,USD,2025-09-17 11:01:04,1
4979,4522,Canada,Australia,deposit,AUD,2025-09-17 12:50:15,0
562,1608,New York,Berlin,purchase,INR,2025-08-03 21:05:24,0
4407,3876,UK,UK,deposit,EUR,2025-03-26 15:08:42,1
4779,1659,Toronto,Tokyo,deposit,EUR,2025-12-14 01:09:33,1
4711,3608,Japan,Japan,withdrawal,AUD,2025-05-01 03:56:58,1
361,185,USA,Canada,transfer,USD,2025-12-16 23:59:36,0
4955,3677,London,Sydney,purchase,AUD,2026-02-25 13:13:21,0
2565,4039,UK,Moscow,withdrawal,USD,2025-11-11 10:06:16,0
4540,4324,Australia,Russia,refund,RUB,2025-04-02 00:27:38,1
1770,4253,Canada,Paris,withdrawal,RUB,2025-05-29 17:02:38,1
3960,644,New York,Canada,withdrawal,USD,2025-05-20 05:44:16,0
1794,3753,Paris,Australia,transfer,JPY,2025-05-17 06:10:30,1
2332,3956,Germany,Germany,deposit,JPY,2025-07-12 04:39:25,1
3157,3747,Toronto,Dubai,deposit,USD,2025-10-08 12:39:17,1
3715,1789,Toronto,Sydney,deposit,CNY,2026-01-08 18:56:33,1
2731,586,Australia,Berlin,withdrawal,EUR,2026-01-18 17:15:59,0
3551,1756,Brazil,Russia,withdrawal,USD,2026-01-01 01:18:01,0
2493,4018,Germany,Russia,purchase,CAD,2025-07-29 18:49:45,1
4739,312,South Africa,Japan,deposit,CNY,2026-01-01 10:36:53,0
2767,3322,Toronto,London,withdrawal,CAD,2025-06-30 02:23:49,0
4099,4861,Canada,Tokyo,transfer,CAD,2025-08-07 00:17:01,0
2137,193,Tokyo,UAE,deposit,INR,2025-09-10 10:23:32,1
480,1808,Toronto,UK,purchase,RUB,2025-07-09 14:16:34,0
261,4027,Dubai,Russia,transfer,CNY,2025-06-05 08:43:57,1
1813,1072,Toronto,UK,refund,CAD,2025-09-30 09:19:01,0
546,2796,Sydney,New York,deposit,CNY,2026-03-10 02:16:48,0
1154,3012,Rio de Janeiro,Moscow,refund,CNY,2026-03-12 12:33:19,1
2734,1789,Paris,Russia,deposit,GBP,2025-07-06 00:28:39,0
93,3974,Sydney,New York,withdrawal,GBP,2025-12-27 11:48:43,1
4490,4898,France,Japan,deposit,INR,2025-07-14 23:03:39,1
4434,4304,Australia,UK,withdrawal,USD,2026-01-16 03:41:45,0
2564,3705,Brazil,USA,purchase,CAD,2025-05-05 20:21:26,1
4630,280,South Africa,Canada,purchase,CHF,2025-07-25 05:48:36,0
1192,69,UK,Russia,transfer,INR,2025-12-27 01:39:15,1
1857,3385,Tokyo,Dubai,withdrawal,EUR,2025-05-20 15:12:58,0
4863,974,Paris,Russia,deposit,EUR,2025-12-16 15:09:48,0
293,1525,South Africa,Dubai,transfer,JPY,2025-03-31 13:21:35,1
2385,1675,Toronto,Sydney,purchase,USD,2025-10-18 12:59:11,0
2725,1720,London,Canada,purchase,EUR,2026-02-10 06:43:25,1
832,145,New York,New York,deposit,AUD,2025-09-21 17:47:21,0
487,2819,Sydney,New York,deposit,INR,2025-03-28 06:33:33,1
1888,1318,Tokyo,Tokyo,deposit,AUD,2026-03-10 20:59:58,1
4015,1975,London,Berlin,refund,USD,2025-10-31 10:04:32,1
2824,1416,New York,London,deposit,RUB,2025-06-29 19:53:51,1
405,4430,Tokyo,Brazil,purchase,CAD,2025-11-09 15:37:30,0
115,417,Canada,UK,purchase,CHF,2026-03-16 03:11:50,1
4635,1488,USA,Brazil,deposit,USD,2025-04-22 08:44:14,0
3094,4773,Cape Town,UAE,transfer,RUB,2025-12-31 10:19:04,0
3734,3479,Toronto,Rio de Janeiro,transfer,CAD,2025-07-01 04:04:18,1
1940,910,Japan,Tokyo,purchase,CAD,2025-09-06 18:38:41,0
2937,173,London,Australia,purchase,CAD,2025-04-05 22:23:10,0
4835,3541,Dubai,UK,deposit,AUD,2025-04-06 13:53:17,0
2514,2647,UK,USA,purchase,AUD,2025-07-16 10:04:51,0
2903,777,Berlin,France,transfer,EUR,2026-03-10 12:42:01,0
2116,2002,Brazil,Dubai,deposit,JPY,2025-12-27 20:55:47,0
1546,1833,Canada,Sydney,deposit,JPY,2026-02-02 01:12:42,1
1509,922,New York,Paris,purchase,JPY,2026-01-01 21:07:32,1
2019,2927,South Africa,Brazil,withdrawal,GBP,2026-01-31 19:45:11,0
1975,3214,Canada,Russia,transfer,AUD,2025-07-03 02:21:58,0
2282,600,UAE,Moscow,withdrawal,CHF,2025-11-03 21:34:58,0
3550,1010,Rio de Janeiro,UAE,deposit,CAD,2025-06-12 21:03:25,1
1258,2654,Dubai,London,deposit,AUD,2025-05-29 04:34:02,0
323,550,Japan,UK,transfer,GBP,2025-11-27 04:18:04,0
896,1891,Sydney,Berlin,withdrawal,CHF,2025-09-18 19:33:26,1
2352,1880,Germany,Dubai,deposit,USD,2025-11-03 10:41:08,0
2628,3564,Dubai,Australia,purchase,RUB,2025-04-24 20:27:26,1
4857,4591,Brazil,Paris,withdrawal,RUB,2025-12-22 20:10:57,1
4829,1214,Sydney,Russia,transfer,INR,2025-08-31 06:39:33,0
2752,4877,Canada,Rio de Janeiro,purchase,RUB,2025-07-24 10:51:42,1
4662,1632,UK,Germany,refund,CNY,2025-04-25 08:34:42,0
4128,3493,USA,Rio de Janeiro,purchase,CNY,2025-07-08 09:59:00,1
4927,587,Japan,Dubai,purchase,AUD,2026-03-18 03:41:01,1
1125,2178,Rio de Janeiro,Canada,purchase,USD,2025-04-12 17:20:07,0
1776,3384,Dubai,Moscow,refund,CNY,2025-09-06 22:20:46,0
4014,2634,South Africa,Moscow,deposit,CHF,2025-10-03 19:55:25,1
433,704,Berlin,Sydney,purchase,CAD,2025-12-16 06:03:47,1
2792,624,New York,Berlin,purchase,INR,2025-04-26 05:01:03,1
3592,3111,USA,Paris,deposit,CAD,2025-08-01 02:16:16,0
4882,1515,UK,UK,transfer,RUB,2025-12-06 19:50:39,1
503,13,Canada,Tokyo,deposit,CNY,2025-10-20 09:54:31,0
3221,4247,Sydney,Moscow,withdrawal,USD,2025-09-29 18:48:52,0
1671,492,South Africa,Brazil,purchase,EUR,2026-02-12 01:53:23,1
260,1172,Cape Town,USA,refund,AUD,2026-02-24 18:05:07,1
2340,2462,Germany,Sydney,purchase,JPY,2025-07-06 06:00:26,0
520,569,Canada,Toronto,transfer,CNY,2025-09-29 11:22:03,1
4695,891,UAE,Paris,withdrawal,INR,2025-08-20 18:08:01,0
1489,4022,USA,UK,refund,INR,2025-12-22 21:45:56,0
2272,538,Germany,Tokyo,withdrawal,GBP,2025-05-21 11:07:26,1
1117,4697,Australia,Germany,purchase,GBP,2025-07-20 17:02:44,1
693,1634,France,Japan,withdrawal,GBP,2025-04-08 11:56:19,1
218,4163,Canada,Canada,refund,GBP,2025-05-19 08:17:06,1
1479,2482,Rio de Janeiro,Brazil,refund,INR,2025-10-24 11:51:11,1
2207,458,Sydney,New York,deposit,JPY,2025-06-25 17:54:26,0
3583,3385,Brazil,New York,transfer,INR,2026-01-18 19:54:52,0
1544,178,Germany,Russia,deposit,CNY,2025-11-17 02:32:49,0
3403,541,France,London,purchase,CHF,2025-06-25 08:16:18,1
3612,2706,Germany,Germany,deposit,CNY,2026-01-27 14:08:39,0
1201,1555,Canada,New York,withdrawal,CHF,2025-04-26 03:55:53,0
4267,4470,Sydney,UK,purchase,CHF,2025-04-23 07:41:14,0
551,4754,Berlin,Brazil,refund,AUD,2025-05-04 14:15:16,1
302,2615,Toronto,Germany,transfer,GBP,2025-05-24 23:51:09,0
791,2790,UAE,Germany,transfer,GBP,2025-04-22 02:29:04,0
4651,3373,Canada,Paris,withdrawal,INR,2025-10-15 01:47:20,0
1514,1750,Tokyo,Australia,deposit,INR,2025-05-18 23:36:41,0
940,3837,South Africa,Paris,refund,GBP,2025-07-02 11:10:09,1
3160,1932,Germany,Sydney,purchase,CAD,2025-04-04 15:26:10,0
2407,1962,Berlin,Dubai,refund,CNY,2026-01-26 19:23:43,0
2094,137,Paris,Paris,deposit,AUD,2025-07-10 06:21:03,1
799,1106,USA,Japan,refund,EUR,2025-05-16 07:15:46,0
267,950,USA,London,refund,USD,2025-12-02 23:37:44,1
2160,1072,Sydney,Russia,purchase,JPY,2026-01-13 14:02:01,0
4779,2293,Canada,Berlin,refund,CNY,2026-01-30 15:10:21,0
4017,1251,Berlin,Canada,refund,CHF,2025-11-03 16:48:33,0
2612,4341,Rio de Janeiro,Dubai,transfer,RUB,2026-01-07 07:40:38,0
4786,281,Japan,Rio de Janeiro,refund,RUB,2026-03-05 08:48:03,0
1685,1118,Paris,UK,transfer,CNY,2025-11-02 09:17:21,0
1165,3656,Japan,UK,transfer,INR,2025-04-26 10:50:50,0
1791,2896,Dubai,Sydney,deposit,GBP,2025-12-07 19:18:10,1
2876,3075,Canada,Canada,transfer,CAD,2025-11-16 09:32:57,0
385,1752,France,Japan,refund,CAD,2025-04-09 12:05:41,0
3731,4715,Berlin,Australia,purchase,CNY,2026-02-11 02:36:20,0
386,1387,Berlin,Tokyo,transfer,CHF,2026-02-12 11:41:12,0
1773,3644,Tokyo,Japan,refund,CNY,2025-12-29 07:10:39,1
3347,1359,Japan,Brazil,withdrawal,AUD,2026-02-28 14:35:13,0
643,10,Japan,Australia,refund,CAD,2026-02-07 03:32:20,1
649,1243,UAE,Berlin,purchase,CAD,2025-06-15 13:38:26,0
2368,1869,Canada,Sydney,withdrawal,CNY,2026-03-04 05:31:02,1
1256,3512,Australia,UAE,refund,JPY,2025-05-08 09:37:12,0
589,3095,Australia,USA,deposit,INR,2025-12-18 09:29:19,1
1399,3745,Cape Town,Dubai,deposit,CAD,2025-11-02 05:28:05,1
4016,2057,Paris,New York,withdrawal,INR,2025-09-08 08:45:34,0
565,2137,France,Moscow,refund,GBP,2025-06-03 02:07:25,0
566,1377,Tokyo,Moscow,purchase,GBP,2025-12-07 06:22:20,1
464,4366,UK,Japan,purchase,GBP,2026-03-16 03:06:39,0
387,3840,Sydney,UAE,deposit,EUR,2025-07-12 03:01:43,0
4924,3339,France,Canada,transfer,CNY,2025-04-05 13:15:29,1
112,1174,Rio de Janeiro,Canada,withdrawal,USD,2025-04-03 17:15:56,1
2342,859,New York,Dubai,refund,GBP,2026-03-22 16:55:00,0
3211,476,Paris,Sydney,purchase,EUR,2025-06-25 15:52:55,0
2774,2079,Rio de Janeiro,UAE,purchase,GBP,2025-11-21 04:35:25,0
2982,2684,France,Moscow,withdrawal,USD,2025-06-20 17:06:08,0
258,192,London,USA,transfer,AUD,2026-02-13 02:46:08,1
3599,3639,Australia,New York,deposit,CHF,2025-05-01 17:16:02,1
665,2476,Paris,Russia,withdrawal,CAD,2025-12-20 12:05:27,1
2252,2622,Germany,Paris,transfer,CNY,2025-10-21 09:55:57,0
553,4065,Canada,Canada,transfer,INR,2025-07-11 18:08:41,1
4117,2062,Cape Town,UK,withdrawal,CAD,2025-10-04 11:51:14,0
2291,4601,Paris,Rio de Janeiro,deposit,CAD,2025-05-11 00:12:52,0
4888,3119,London,New York,withdrawal,GBP,2026-02-03 06:02:30,1
2200,2999,Toronto,Russia,withdrawal,USD,2025-07-02 13:46:55,1
4141,920,Dubai,Germany,deposit,USD,2025-05-21 20:52:45,1
1696,4309,London,London,deposit,CHF,2025-07-26 12:42:18,1
1332,133,Paris,Brazil,deposit,CHF,2025-04-05 05:23:44,1
2783,997,Tokyo,Tokyo,deposit,USD,2025-06-22 12:02:11,0
1405,1966,Cape Town,Rio de Janeiro,refund,AUD,2025-08-01 17:05:39,1
1235,801,South Africa,Germany,deposit,AUD,2026-03-11 08:56:28,0
533,1013,Berlin,USA,transfer,CNY,2026-01-05 04:49:12,1
4223,2979,Cape Town,Dubai,withdrawal,INR,2025-04-25 03:07:06,0
4722,854,Japan,UAE,purchase,USD,2026-01-01 09:15:03,0
4291,1919,Rio de Janeiro,Moscow,deposit,CNY,2025-09-08 06:44:13,0
950,4381,Australia,UAE,withdrawal,CAD,2025-12-31 05:03:44,0
3489,4175,Rio de Janeiro,France,deposit,CAD,2025-08-26 15:27:19,0
3543,2308,Brazil,New York,purchase,INR,2025-06-05 10:41:38,0
3820,738,Tokyo,Canada,transfer,EUR,2025-08-14 20:49:55,0
329,1779,Cape Town,UK,refund,EUR,2025-07-01 14:16:09,0
1053,671,USA,Rio de Janeiro,refund,USD,2025-07-13 20:52:22,1
2019,4204,Canada,Brazil,withdrawal,EUR,2026-01-21 14:42:14,0
4197,1309,Brazil,Toronto,transfer,JPY,2025-06-10 12:17:58,0
3171,4435,New York,Toronto,purchase,AUD,2025-10-21 08:08:22,1
2920,1166,USA,Germany,transfer,INR,2025-12-14 07:29:36,0
655,4489,New York,Russia,purchase,EUR,2025-07-06 06:11:07,0
2247,2239,Germany,Brazil,refund,RUB,2025-09-16 06:27:18,1
328,1941,Canada,Germany,purchase,INR,2026-03-11 17:32:46,0
569,1179,Dubai,USA,purchase,GBP,2025-06-05 13:01:29,1
4328,628,London,Toronto,withdrawal,USD,2025-07-09 23:57:22,1
383,215,Paris,Australia,deposit,CAD,2026-03-01 09:19:06,0
865,4652,France,New York,withdrawal,GBP,2025-08-05 19:07:36,0
1085,4581,France,Brazil,withdrawal,USD,2025-09-14 00:24:30,1
2510,2240,Paris,New York,deposit,CHF,2025-12-03 17:19:02,0
2087,4575,Toronto,Berlin,purchase,AUD,2026-01-26 14:38:47,0
323,4162,France,UAE,transfer,AUD,2025-07-13 06:54:57,1
2716,654,Dubai,Moscow,purchase,EUR,2025-05-24 18:04:20,1
28,224,Germany,Sydney,purchase,CHF,2026-03-16 01:17:20,0
4465,3604,Dubai,Paris,withdrawal,AUD,2025-04-11 17:47:11,0
2052,2369,Toronto,Rio de Janeiro,deposit,CHF,2026-03-07 02:04:47,0
1495,4564,Paris,Australia,deposit,GBP,2025-05-18 15:46:38,1
1499,3446,Cape Town,Toronto,transfer,JPY,2025-04-12 22:14:32,0
279,4523,Paris,Dubai,refund,INR,2025-11-03 14:41:24,1
460,4969,Brazil,USA,purchase,INR,2025-08-10 05:27:59,0
4988,3772,Japan,Sydney,refund,CAD,2025-07-19 12:10:12,0
170,3925,Toronto,France,purchase,CHF,2025-12-19 18:37:12,0
2178,3327,USA,Tokyo,purchase,RUB,2025-07-20 13:09:48,0
3077,2057,London,Brazil,transfer,AUD,2025-07-11 12:39:30,1
1896,1077,Berlin,France,refund,CAD,2025-05-31 10:10:54,1
55,4907,USA,Australia,purchase,CHF,2026-02-09 23:29:55,0
3617,4522,Berlin,Japan,transfer,RUB,2025-12-11 19:37:03,0
910,4957,Toronto,Australia,refund,INR,2025-12-09 06:37:03,1
3712,4657,Berlin,Japan,withdrawal,CHF,2025-06-06 09:22:45,1
2467,4508,Germany,Australia,withdrawal,GBP,2025-05-30 07:11:22,1
4691,4063,Germany,Rio de Janeiro,withdrawal,EUR,2025-07-12 10:11:55,1
3685,2706,Cape Town,Brazil,deposit,RUB,2026-02-24 11:25:52,1
2596,3707,USA,New York,withdrawal,AUD,2025-06-12 16:50:13,0
969,1770,USA,Russia,refund,GBP,2025-08-24 08:47:29,0
3070,1107,Berlin,Germany,refund,EUR,2025-09-16 17:10:14,1
3031,4001,London,Sydney,refund,INR,2025-11-20 22:01:50,0
3723,4695,USA,Brazil,withdrawal,CAD,2025-12-06 23:24:43,1
3649,4861,New York,UK,purchase,RUB,2025-09-27 16:21:56,0
2511,233,Sydney,UAE,purchase,CNY,2025-11-13 15:21:10,1
1046,1675,Brazil,Germany,refund,AUD,2025-11-18 03:48:54,1
2699,562,France,France,purchase,GBP,2025-06-12 15:47:04,1
2546,2262,Toronto,Paris,withdrawal,CHF,2025-06-11 19:46:28,0
845,1550,UAE,Toronto,withdrawal,USD,2025-08-14 18:29:02,0
3148,765,South Africa,Germany,deposit,RUB,2025-08-31 22:07:36,1
4452,4769,Japan,Germany,transfer,EUR,2025-10-26 10:33:32,0
2478,2901,UAE,Germany,deposit,EUR,2025-06-01 10:18:47,1
4667,2353,Germany,France,refund,GBP,2025-04-05 07:56:56,1
1919,1912,Tokyo,Australia,transfer,CNY,2025-05-30 20:32:37,1
3873,2207,Berlin,Dubai,purchase,JPY,2025-12-16 10:52:41,1
4755,1473,UAE,Dubai,withdrawal,EUR,2025-11-11 23:34:58,1
1284,2299,Australia,Brazil,refund,AUD,2025-06-03 17:26:50,0
978,3748,Japan,Paris,refund,RUB,2025-10-20 08:39:29,0
3363,2168,France,New York,deposit,GBP,2025-12-05 07:55:38,1
216,3802,Tokyo,Russia,withdrawal,CHF,2025-08-28 05:29:21,1
4152,2379,South Africa,Sydney,withdrawal,GBP,2026-01-24 18:58:28,1
1157,2460,Rio de Janeiro,London,refund,AUD,2025-07-10 00:53:00,1
418,2021,New York,Brazil,refund,AUD,2025-09-28 05:51:57,0
4885,3797,Sydney,USA,transfer,RUB,2026-01-09 18:37:00,0
3588,3778,Dubai,UAE,withdrawal,EUR,2025-08-13 10:59:08,1
2506,206,Tokyo,Germany,transfer,RUB,2025-11-16 09:10:51,0
528,4864,UAE,Paris,refund,RUB,2025-07-03 20:59:02,1
4655,3031,Australia,Russia,refund,USD,2025-12-15 18:36:19,1
213,79,New York,Japan,deposit,AUD,2025-08-21 06:07:27,0
3883,2949,Berlin,France,transfer,USD,2025-05-06 00:01:15,1
1878,1571,France,Brazil,purchase,CHF,2026-03-05 14:18:27,1
4947,1028,Germany,Moscow,transfer,INR,2025-06-17 07:13:27,0
465,2352,France,Brazil,deposit,CHF,2025-07-31 05:16:34,1
1612,4028,Germany,Japan,withdrawal,USD,2025-10-08 18:00:08,1
1409,1773,Germany,Berlin,deposit,EUR,2025-12-10 02:27:37,0
3910,1790,Berlin,London,transfer,USD,2025-10-21 10:03:31,1
275,536,Cape Town,London,purchase,CHF,2025-10-27 09:22:39,0
4649,840,Dubai,Moscow,purchase,GBP,2026-02-02 11:41:49,0
2155,3264,Sydney,London,purchase,RUB,2026-02-16 19:10:35,1
3773,721,Brazil,Russia,purchase,RUB,2026-03-04 10:14:26,1
4382,1729,Australia,New York,deposit,CNY,2025-09-13 22:58:17,1
56,83,Brazil,Dubai,purchase,AUD,2025-08-18 05:53:54,0
4200,2821,Australia,USA,refund,CHF,2025-05-25 10:20:10,1
4429,1337,Canada,Paris,deposit,AUD,2025-07-11 01:38:49,1
3797,2296,UAE,Russia,deposit,EUR,2025-12-01 17:55:16,0
4933,872,UAE,USA,refund,CHF,2025-06-15 12:36:40,0
1418,2086,Japan,USA,withdrawal,RUB,2026-01-26 07:03:51,0
3383,1422,UAE,UAE,purchase,GBP,2025-07-07 21:57:31,1
88,4691,Japan,France,withdrawal,JPY,2025-05-02 17:18:43,0
870,347,New York,France,deposit,AUD,2025-10-08 22:32:41,1
2363,4611,Canada,Berlin,purchase,RUB,2025-12-26 02:20:24,0
4476,552,Rio de Janeiro,Moscow,deposit,AUD,2025-06-10 19:48:05,1
1112,2228,Sydney,London,purchase,CAD,2026-01-07 20:03:37,0
1374,4463,Brazil,Japan,refund,GBP,2025-09-07 09:04:00,0
4372,940,New York,Japan,transfer,USD,2025-07-16 17:56:32,0
4431,1847,South Africa,Dubai,purchase,JPY,2025-07-10 22:06:22,1
4336,4549,Germany,London,withdrawal,EUR,2025-06-13 10:24:37,1
596,3221,Japan,Russia,transfer,INR,2026-02-23 11:08:17,1
4241,3684,UK,Germany,transfer,CAD,2025-09-01 03:18:10,1
2445,2579,Sydney,New York,withdrawal,RUB,2025-04-03 23:22:19,0
4917,1399,Japan,Canada,refund,CNY,2025-06-02 20:23:46,0
2758,3200,Toronto,Canada,deposit,INR,2025-10-30 14:32:49,0
2103,2725,Brazil,France,purchase,GBP,2025-11-13 04:06:58,1
2614,2501,London,UK,deposit,JPY,2026-02-20 13:01:53,1
4019,1187,UK,Toronto,withdrawal,CNY,2025-10-08 17:12:53,1
1442,4779,Sydney,Sydney,deposit,GBP,2025-04-05 23:09:43,1
3589,4272,Brazil,Canada,purchase,INR,2026-02-28 04:40:19,0
4719,1611,UK,Sydney,withdrawal,JPY,2025-09-26 12:28:29,0
2465,554,Paris,Canada,withdrawal,GBP,2025-09-19 11:19:56,0
238,4730,Dubai,Brazil,deposit,USD,2026-03-23 05:26:28,0
3300,4189,Canada,London,withdrawal,CNY,2025-11-25 17:44:26,1
1180,2287,Tokyo,London,purchase,RUB,2025-04-06 20:26:08,0
2580,2972,Cape Town,Berlin,transfer,CNY,2025-05-12 23:40:34,0
3601,784,Brazil,Paris,purchase,CAD,2025-03-30 06:21:05,0
920,1285,Brazil,Paris,withdrawal,EUR,2025-08-31 11:40:02,0
1644,1581,Canada,Brazil,withdrawal,CAD,2026-02-23 03:41:41,1
951,2129,Australia,Moscow,withdrawal,INR,2025-10-08 16:30:35,1
3463,2350,Brazil,Paris,withdrawal,USD,2025-09-30 12:15:20,1
3933,967,USA,Paris,purchase,CHF,2026-03-04 06:19:14,0
199,1279,Sydney,Canada,purchase,CAD,2026-02-12 06:37:38,0
1305,778,Rio de Janeiro,France,deposit,AUD,2025-06-28 16:05:20,1
2865,2621,USA,Japan,refund,JPY,2025-10-02 21:10:49,0
3929,2012,Canada,New York,purchase,USD,2025-11-06 13:12:01,0
1365,1852,Dubai,Berlin,transfer,CAD,2025-10-12 20:45:39,1
64,1101,Japan,USA,deposit,INR,2025-12-05 16:00:41,0
3935,1229,UAE,Berlin,deposit,AUD,2025-04-18 08:49:41,1
2194,3281,Dubai,UK,withdrawal,CAD,2025-12-03 02:26:38,0
1448,4842,Japan,Dubai,transfer,JPY,2025-06-19 12:29:32,0
855,4602,Cape Town,USA,purchase,AUD,2025-06-29 21:28:00,0
1160,1063,London,France,deposit,RUB,2025-12-30 02:01:21,1
2376,2365,Australia,USA,refund,JPY,2025-09-12 18:51:30,0
4096,894,Sydney,Japan,transfer,EUR,2025-09-04 01:07:45,0
1541,3940,Brazil,Rio de Janeiro,transfer,CHF,2025-05-30 16:43:59,0
814,4419,Germany,Australia,purchase,CNY,2025-10-07 05:59:57,0
2960,1518,Rio de Janeiro,Moscow,transfer,CHF,2026-01-07 02:33:22,1
1964,4984,USA,UK,deposit,USD,2025-06-28 23:26:50,1
2897,726,Rio de Janeiro,UK,purchase,USD,2026-01-24 20:42:22,1
3388,1233,South Africa,Rio de Janeiro,purchase,RUB,2025-05-18 13:54:54,1
4613,1211,Dubai,Berlin,withdrawal,EUR,2025-09-02 18:14:25,1
1405,4513,Rio de Janeiro,Sydney,refund,CAD,2026-03-08 08:20:30,1
147,2772,UAE,Australia,withdrawal,CAD,2025-10-13 03:30:10,0
542,4419,Canada,Toronto,withdrawal,JPY,2025-09-17 23:18:44,0
4364,612,Canada,Sydney,withdrawal,CHF,2026-03-02 11:01:57,0
3013,823,Japan,USA,purchase,INR,2025-10-21 22:15:24,1
4107,2348,London,Tokyo,transfer,AUD,2025-04-27 07:45:07,0
1348,4902,Japan,Moscow,withdrawal,JPY,2025-12-17 05:12:07,1
4053,3979,France,Australia,transfer,RUB,2025-11-06 12:17:43,0
1646,2278,Japan,Canada,transfer,RUB,2025-12-26 02:50:02,0
4595,4998,Australia,Dubai,deposit,EUR,2026-01-16 03:26:58,1
3658,4252,Brazil,UAE,withdrawal,CAD,2026-01-19 09:40:51,1
952,1505,Rio de Janeiro,Toronto,transfer,CNY,2025-08-04 14:47:52,1
704,1181,USA,Sydney,withdrawal,RUB,2025-07-22 04:27:43,0
4806,1962,UK,Berlin,transfer,GBP,2026-01-03 16:12:17,0
881,4638,South Africa,Australia,purchase,JPY,2025-08-19 19:16:05,0
2510,3306,Brazil,Paris,deposit,AUD,2026-03-08 22:17:39,0
2983,117,Paris,Berlin,deposit,GBP,2025-07-08 23:18:31,1
2643,1624,Canada,Rio de Janeiro,deposit,JPY,2025-10-31 17:35:38,1
994,2623,Australia,Canada,purchase,CNY,2025-12-27 08:03:09,0
2942,414,Canada,UAE,refund,CAD,2025-10-21 12:02:34,1
3960,3419,New York,Dubai,purchase,JPY,2025-07-20 21:03:47,1
3109,3732,Cape Town,Moscow,purchase,JPY,2025-12-03 00:57:30,1
700,128,Paris,Russia,transfer,USD,2025-06-20 03:24:43,1
2292,153,Dubai,Moscow,transfer,EUR,2026-03-23 03:42:34,0
4231,4881,South Africa,Dubai,purchase,JPY,2025-10-28 11:50:26,1
2834,3254,Dubai,France,purchase,CAD,2025-04-18 22:59:08,0
1560,2942,Brazil,Paris,purchase,EUR,2025-06-27 05:19:09,1
113,2664,Tokyo,UAE,transfer,GBP,2025-07-30 23:41:16,0
4249,559,Rio de Janeiro,Rio de Janeiro,transfer,CHF,2025-09-21 13:31:59,0
1012,3169,Dubai,Brazil,deposit,RUB,2025-03-27 08:33:41,0
2565,2118,Paris,Germany,deposit,EUR,2025-07-03 05:32:46,1
1701,1228,Berlin,Tokyo,withdrawal,USD,2025-08-18 10:23:17,0
4752,71,Brazil,Tokyo,purchase,INR,2025-11-15 03:09:50,1
4219,503,UAE,Japan,deposit,CHF,2026-02-08 08:16:19,0
4512,203,South Africa,Germany,withdrawal,CHF,2025-05-06 14:09:35,1
4054,528,London,Paris,transfer,GBP,2025-04-24 21:20:41,1
4602,615,Brazil,France,withdrawal,AUD,2025-08-01 21:54:17,1
141,2791,UK,New York,withdrawal,CHF,2025-07-10 06:55:30,0
4402,3674,USA,Toronto,refund,RUB,2025-06-03 09:37:01,1
4063,512,Tokyo,UAE,deposit,GBP,2025-11-13 19:13:22,1
4302,469,Rio de Janeiro,Sydney,purchase,GBP,2026-02-17 23:10:29,1
3806,3007,UK,Dubai,purchase,INR,2026-03-20 20:26:55,0
2712,4560,Dubai,UAE,purchase,CAD,2025-11-16 15:26:38,0
1014,3326,UAE,France,transfer,CHF,2025-11-24 02:52:49,0
1248,1141,UAE,UAE,deposit,CAD,2025-10-29 19:40:11,0
676,1259,France,France,transfer,CAD,2025-10-14 22:06:40,1
165,1936,France,UK,purchase,RUB,2026-03-24 08:28:02,1
1040,4153,UK,Dubai,purchase,INR,2025-11-26 12:24:14,1
432,4907,Brazil,Toronto,deposit,EUR,2025-07-03 06:52:55,1
3766,4997,Toronto,Brazil,refund,JPY,2025-08-25 23:42:19,0
2115,3370,UK,Toronto,deposit,JPY,2025-04-26 18:42:24,1
2753,4134,Canada,Toronto,transfer,CNY,2025-10-02 02:12:07,0
4305,2087,UAE,London,transfer,CNY,2026-03-16 05:38:30,1
457,2153,Rio de Janeiro,New York,purchase,EUR,2026-01-28 14:35:13,1
324,2680,USA,Toronto,withdrawal,CNY,2025-07-20 15:59:56,1
1015,2259,Sydney,UAE,withdrawal,EUR,2025-08-22 06:20:30,1
3176,1778,Berlin,New York,refund,RUB,2025-11-07 11:59:12,1
632,4006,New York,Japan,refund,CHF,2025-07-16 08:14:00,0
3880,3097,New York,Australia,purchase,JPY,2025-11-25 05:18:58,0
804,391,Toronto,Canada,purchase,INR,2026-01-15 03:03:45,0
1245,1544,Dubai,Sydney,refund,CAD,2026-02-15 07:34:14,0
921,1262,Toronto,Germany,deposit,CAD,2025-06-01 14:41:55,1
3300,3409,UK,Toronto,purchase,INR,2025-04-12 09:21:37,0
3011,4959,UK,Sydney,purchase,CNY,2025-04-06 10:11:25,0
3178,1037,Sydney,Rio de Janeiro,transfer,CNY,2025-12-23 10:47:10,0
